"eid","exercise","Short YouTube Demonstration","InDepth YouTube Explanation","Difficulty Level","Target Muscle Group","Prime Mover Muscle","Secondary Muscle","Tertiary Muscle","Primary Equipment","Secondary Equipment","Body Region","Force Type","mechanics","Primary Exercise Classification","setsxreps"
522,"Single Arm Kettlebell Incline Bench Prone Row","https://youtu.be/gPX8OmnYmQY?si=UgQnJkh9n3OobTcZ",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Incline)","Upper Body","Pull","Compound","Bodybuilding","4x12"
523,"Ring Side Plank Reach Through",NULL,NULL,"Expert","Abdominals","Obliques","Rectus Abdominis",NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
524,"Single Arm Dumbbell Overhead Contralateral Bulgarian Split Squat","https://youtu.be/z7rygloAW30?si=p4kPPZcAKammq1Vv","https://youtu.be/pEOli_ZdcBs?si=qgD2rL4Mv8km66VS","Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Bench (Flat)","Lower Body","Push","Compound","Bodybuilding","4x12"
525,"Single Arm Dumbbell Overhead Contralateral Knee Over Toe Split Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
526,"Double Kettlebell Suitcase Step Up","https://youtu.be/3HUEab31fks?si=B2OmGKfwSuXhts1z",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
527,"Single Arm Kettlebell Suitcase Contralateral Step Up","https://youtu.be/lMADALbx1eM?si=wJjWrYeLHPKqVgHh",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
528,"Single Arm Kettlebell Suitcase Ipsilateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
529,"Single Arm Kettlebell Front Rack Contralateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
530,"Single Arm Kettlebell Front Rack Ipsilateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
531,"Double Kettlebell Overhead Step Up","https://youtu.be/eKUmMljLcKw?si=ocsvBon7ivrRziM6",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
532,"Single Arm Kettlebell Overhead Contralateral Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
533,"Single Arm Kettlebell Overhead Ipsilateral Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
534,"Double Kettlebell Bottoms Up Front Rack Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
535,"Single Arm Kettlebell Bottoms Up Front Rack Contralateral Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
536,"Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
537,"Double Kettlebell Bottoms Up Overhead Step Up",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
538,"Single Arm Kettlebell Bottoms Up Overhead Contralateral Step Up",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
539,"Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Step Up",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
541,"Single Arm Kettlebell Windmill","https://youtu.be/3rtUK_jUv4s","https://youtu.be/VFHj4FehsfM","Intermediate","Abdominals","Obliques","Rectus Abdominis","Anterior Deltoids","Kettlebell","None","Midsection","Other","Compound","Grinds","3x20"
545,"Single Arm Kettlebell Swing","https://youtu.be/kneGICiz30g","https://youtu.be/BXrXhyudA80","Novice","Glutes","Gluteus Maximus","Biceps Femoris",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
546,"Double Kettlebell Suitcase Feet Elevated Calf Raise",NULL,"https://youtu.be/qkK_V6hpQ80?si=HkiTuj2F0YsYYRFZ","Novice","Calves","Gastrocnemius","Soleus",NULL,"Kettlebell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
547,"Single Arm Kettlebell Spider Curl",NULL,NULL,"Novice","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Kettlebell","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
548,"Double Kettlebell Bottoms Up Bench Press","https://youtu.be/bIzD1Z_C0cA",NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
549,"Single Arm Kettlebell Suitcase Deadlift","https://youtu.be/1hcAoywwuRI","https://youtu.be/d6i6MwVOmk0?si=ecPMnAcU-eh4ENBj","Novice","Back","Latissimus Dorsi","Obliques",NULL,"Kettlebell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
550,"Single Arm Kettlebell Clean","https://youtu.be/TQT7hBXVcOo","https://youtu.be/lYh7Kf_lEMY","Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
551,"Single Arm Kettlebell Clean to Overhead Press","https://youtu.be/JtlYyc5MaAc","https://youtu.be/48qvCvJJr8Y","Intermediate","Shoulders","Anterior Deltoids","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
552,"Alternating Single Arm Dumbbell Pendlay Row","https://youtu.be/7zKQ79awAvY?feature=shared",NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Dumbbell","None","Upper Body","Pull","Compound","Bodybuilding","4x12"
553,"Alternating Double Kettlebell Bottoms Up Bench Press",NULL,NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
554,"Single Arm Kettlebell Snatch","https://youtu.be/VdNC_xicfyg","https://youtu.be/OO7y9cIz0lU","Intermediate","Shoulders","Anterior Deltoids","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
555,"Kettlebell Sumo Deadlift","https://youtu.be/odS65TnXgU0?si=l3QM9Nb4wHNt_JgK","https://youtu.be/yWqIE3v7Rq0?si=4_0xj-bhEgm8WUtF","Beginner","Back","Latissimus Dorsi","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
556,"Single Arm Kettlebell Turkish Get Up","https://youtu.be/sgd8n917Zv0","https://youtu.be/Gvc3_o9R6hc","Intermediate","Abdominals","Obliques","Rectus Abdominis",NULL,"Kettlebell","None","Full Body","Other","Compound","Grinds","3x20"
559,"Double Kettlebell Front Rack Alternating Cossack Squat","https://youtu.be/vcMZNgn5G9c",NULL,"Novice","Quadriceps","Quadriceps Femoris","Adductor Magnus","Gluteus Maximus","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
560,"Single Arm Kettlebell Bottoms Up Bench Press","https://youtu.be/NIytPzrQ460?si=hBsVxzSTE6ddOTCD","https://youtu.be/XqVjldCjnXM?si=TrEPboJXiVhVKoXL","Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
563,"Double Kettlebell Turkish Sit Up to Z Press","https://youtu.be/UcLpNnWX8vE",NULL,"Intermediate","Abdominals","Rectus Abdominis","Anterior Deltoids",NULL,"Kettlebell","None","Midsection","Push","Compound","Bodybuilding","4x12"
564,"Double Kettlebell Bottoms Up Front Rack Alternating Cossack Squat","https://youtu.be/aJGPHYsiyTM",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Adductor Magnus","Gluteus Maximus","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
565,"Double Kettlebell Swing","https://youtu.be/fOPqk1FA4HU","https://youtu.be/P5IFTJySA_s?si=KoI-ApDuiE4q4OJQ","Intermediate","Glutes","Gluteus Maximus","Biceps Femoris",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
566,"Double Kettlebell Front Rack Squat","https://youtu.be/JoT4bHnzTMw?si=i8z5wbuObKGVIl4_","https://youtu.be/wRmiqpizfNM","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
567,"Single Arm Kettlebell Front Rack Squat","https://youtu.be/Wqg4NY5XAkU","https://youtu.be/qZdY8HtHFsc?si=RiJaG2F9J7CzKtcu","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
568,"Single Arm Kettlebell Front Rack Contralateral Split Squat","https://youtu.be/-Z8NXAi59SE",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
570,"Double Kettlebell Bottoms Up Overhead Alternating Cossack Squat",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Adductor Magnus","Gluteus Maximus","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
571,"Single Arm Kettlebell Squat Clean","https://youtu.be/FZ8mMUwnCQs",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
572,"Double Kettlebell Prone Row","https://youtu.be/hUG_dolsaPE?si=_fw03cFT8VfLVtzo",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
575,"Double Kettlebell Bottoms Up Overhead Walking Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
576,"Single Arm Kettlebell Bottoms Up Front Rack Walking Lunge","https://youtu.be/FvSL8slKKHY",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
577,"Alternating Double Kettlebell Prone Row","https://youtu.be/OD7URB1yHAo?si=UX_3VmEfO_WpeiuT",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
578,"Double Kettlebell Single Leg Romanian Deadlift","https://youtu.be/JkKxFADvLvk",NULL,"Intermediate","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
579,"Double Kettlebell Romanian Deadlift","https://youtu.be/Xa8hHIwOHe4",NULL,"Beginner","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
580,"Single Arm Kettlebell Contralateral Single Leg Romanian Deadlift","https://youtu.be/9u_Fccgk9Ys","https://youtu.be/Zfr6wizR8rs","Intermediate","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
581,"Single Arm Kettlebell Bottoms Up Overhead Squat","https://youtu.be/j0aAMnMp0yU",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
582,"Single Arm Kettlebell Prone Row","https://youtu.be/QSbH7gNkBtc?si=ngxTS90XoTuvQDxs",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
583,"Parallette Tuck Planche","https://youtu.be/3WVToPNWjVk","https://youtu.be/xw31tXau_4Q","Advanced","Abdominals","Rectus Abdominis","Biceps Brachii",NULL,"Parallette Bars","None","Midsection","Other","Compound","Calisthenics","4x20"
584,"Macebell Offset Bicep Curl","https://youtu.be/xkyQtEH8fxM?si=Zh1mTKcYEFs382Sk","https://youtu.be/gdxekHuSe_A?si=TGhgI374D-OSzyyz","Novice","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Macebell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
585,"Double Kettlebell Bottoms Up Decline Bench Press",NULL,NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Decline)","Upper Body","Push","Compound","Bodybuilding","4x12"
586,"Parallette L Sit to Tuck Planche","https://youtu.be/NUvTsZxo5nk",NULL,"Expert","Abdominals","Rectus Abdominis",NULL,NULL,"Parallette Bars","None","Midsection","Other","Compound","Calisthenics","4x20"
587,"Alternating Double Kettlebell Bottoms Up Decline Bench Press",NULL,NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Decline)","Upper Body","Push","Compound","Bodybuilding","4x12"
590,"Single Arm Parallette Plank","https://youtu.be/NrkFLTzLuSM",NULL,"Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Parallette Bars","None","Midsection","Other","Compound","Calisthenics","4x20"
596,"Alternating Double Dumbbell Prone Row","https://youtu.be/Ry9HwpfUbd8?si=oY89SBibCyKMJ7CT",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
597,"Bodyweight Forearm Plank Alternating Knee to Elbow","https://youtu.be/A_JgZzr6o-k",NULL,"Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Bodyweight","None","Midsection","Other","Compound","Calisthenics","4x20"
599,"Single Arm Dumbbell Prone Row","https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
600,"Double Kettlebell Clean","https://youtu.be/8tFmEJ9ElaM","https://youtu.be/26GZTfSdz-s","Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
601,"Double Kettlebell Snatch","https://youtu.be/5WNcWPHXRZ0","https://youtu.be/73koR_IuoDE","Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
605,"Single Arm Dumbbell Pendlay Row",NULL,NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Dumbbell","None","Upper Body","Pull","Compound","Bodybuilding","4x12"
606,"Single Arm Kettlebell Bottoms Up Decline Bench Press",NULL,NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii",NULL,"Kettlebell","Bench (Decline)","Upper Body","Push","Compound","Bodybuilding","4x12"
608,"Double Kettlebell High Pull","https://youtu.be/dE9tcZabirE","https://youtu.be/8DNPOulUgE4","Intermediate","Shoulders","Posterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Pull","Compound","Ballistics","4x10"
612,"Macebell Reverse Grip Offset Bicep Curl",NULL,NULL,"Novice","Forearms","Brachioradialis","Biceps Brachii","Brachialis","Macebell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
614,"Single Arm Landmine Row to Rotational Shoulder Press","https://youtu.be/f-sh_ImlQUo","https://youtu.be/8g61ghscJ1E","Intermediate","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Landmine","None","Full Body","Push & Pull","Compound","Bodybuilding","4x12"
615,"Bodyweight Hand Assisted Skater Squat","https://youtu.be/DExb7UaAlbg",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Calisthenics","4x20"
616,"Superband Pull Through","https://youtu.be/ZuKowDpVVXM",NULL,"Beginner","Glutes","Gluteus Maximus",NULL,NULL,"Superband","None","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
617,"Miniband Quadruped Hip Extension","https://youtu.be/k30hN0vhlsY?si=ycYwNbMrFEnA94pG","https://youtu.be/E-Df1V-UP7g","Beginner","Glutes","Gluteus Maximus",NULL,NULL,"Miniband","None","Lower Body","Unsorted*","Isolation","Bodybuilding","4x12"
622,"Double Kettlebell Sumo Deadlift","https://youtu.be/4m288BpgfcQ","https://youtu.be/gdutIla6nMw?si=Gq1r56mRXADNUek8","Beginner","Back","Latissimus Dorsi","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
625,"Superband Shoulder Dislocates","https://youtu.be/MPtMYQH9vvg?si=eEJrNr3oqGzcma8_","https://youtu.be/7p-Ma0eksaY?si=rh6O8a5TM3cyJUZs","Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Superband","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
626,"Superband Alternating Shoulder Dislocates","https://youtu.be/AJmPEWu4FiM?si=0h2x72A-kGfK3a_0","https://youtu.be/hpJMDIEvASE?si=V8jVpmYmJTwle2iV","Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Superband","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
627,"Superband Prone Shoulder Dislocates","https://youtu.be/3WOAWkEKZGA?si=lSddj94elx-N7ZKJ","https://youtu.be/i5F56-jByo8?si=9agL2UoRzpWwVu-u","Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Superband","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
628,"Ring L Sit","https://youtu.be/lwcHmXvw-T4","https://youtu.be/2kMkNFRbLJQ","Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
629,"Resistance Band Prone Shoulder Dislocates","https://youtu.be/YwELfevh5vs?si=tmPYSbe-vfbiD0vx",NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Resistance Band","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
630,"Resistance Band Alternating Shoulder Dislocates",NULL,NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Resistance Band","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
631,"Cable Straight Bar Spider Curl","https://youtu.be/zGyaLrwHJjs?si=sg4m9llWui7pmOT_","https://youtu.be/djsZsACOtLY?si=uZjb73qcrYm7jmCs","Novice","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Cable","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
632,"Double Kettlebell Bottoms Up Front Rack Squat","https://youtu.be/IvN-CSDnvoc",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
633,"Barbell Back Rack Cyclist Squat","https://youtu.be/TT7Ra3TnlZY","https://youtu.be/aoNyKjQvegs","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Slant Board","Lower Body","Push","Compound","Bodybuilding","4x12"
635,"Double Kettlebell Front Rack Knee Over Toe Split Squat","https://youtu.be/G7e7EenICzQ",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
636,"Double Kettlebell Overhead Knee Over Toe Split Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
637,"Barbell Back Rack Step Up","https://youtu.be/uQGRzdjxHes","https://youtu.be/bH8c6ladt1M","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
638,"Barbell Front Rack Step Up","https://youtu.be/YR_7r6EzJdA",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
641,"Miniband Frog Pump","https://youtu.be/rzjQ8XpXt1Q","https://youtu.be/GLF9UVx0nPw","Beginner","Glutes","Gluteus Maximus",NULL,NULL,"Miniband","None","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
642,"Miniband Knee Hover Quadruped Fire Hydrant",NULL,NULL,"Advanced","Glutes","Gluteus Maximus","Gluteus Medius","Gluteus Minimus","Miniband","None","Lower Body","Other","Isolation","Bodybuilding","4x12"
645,"Dumbbell Crush Grip Spider Curl",NULL,NULL,"Novice","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
646,"Alternating Double Dumbbell Spider Curl","https://youtu.be/KznrM_RhXDc?si=Qxgmd-eTnFuZ5rpo",NULL,"Novice","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
